,index,x,y,cbga
645,2327,334096.0,4264041.0,-206.91299999999998
646,2328,334387.0,4264035.0,-206.576
647,2329,334707.0,4264028.0,-205.77200000000002
648,2330,334997.0,4264022.0,-204.58900000000003
649,2331,335288.0,4264016.0,-203.412
650,2332,335594.0,4264010.0,-202.075
651,2333,336785.0,4263986.0,-197.19799999999998
652,2334,336916.0,4263983.0,-196.74400000000003
653,2335,337105.0,4263979.0,-195.88400000000001
654,2336,337294.0,4263975.0,-195.174
655,2337,337715.0,4263967.0,-193.763
656,2338,337905.0,4263963.0,-193.357
657,2339,338108.0,4263959.0,-192.796
658,2340,338326.0,4263954.0,-192.90200000000002
659,2341,338515.0,4263950.0,-193.188
660,2342,338703.0,4263947.0,-194.519
661,2343,338907.0,4263943.0,-195.447
662,2344,339517.0,4263930.0,-197.296
663,2345,339808.0,4263925.0,-198.481
664,2346,340113.0,4263918.0,-199.31400000000002
665,2348,336758.0,4264097.0,-199.101
666,2350,336120.0,4264129.0,-200.06
667,2351,337720.0,4264207.0,-192.99099999999999
668,2352,339945.0,4264236.0,-198.679
669,2353,333086.0,4264394.0,-209.38
670,2354,339436.0,4264265.0,-199.32
671,2357,331909.0,4264456.0,-211.31900000000002
672,2358,336126.0,4264424.0,-199.86700000000002
673,2359,337724.0,4264410.0,-192.84599999999998
674,2360,343218.0,4264301.0,-201.359
675,2367,334515.0,4264587.0,-205.739
676,2369,337728.0,4264595.0,-192.952
677,2377,337862.0,4264759.0,-193.4
678,2379,337733.0,4264817.0,-193.0
679,2382,336384.0,4264974.0,-197.503
680,2383,331531.0,4265093.0,-210.84599999999998
681,2384,331966.0,4265084.0,-210.40200000000002
682,2385,338389.0,4264952.0,-191.922
683,2386,337736.0,4265002.0,-192.668
684,2389,339248.0,4265009.0,-193.99
685,2394,337741.0,4265224.0,-192.972
686,2396,334517.0,4265382.0,-205.218
687,2399,332209.0,4265541.0,-210.477
688,2400,337745.0,4265427.0,-192.709
689,2404,337732.0,4265502.0,-195.91299999999998
690,2408,343966.0,4265415.0,-203.479
691,2413,337749.0,4265612.0,-192.178
692,2420,342429.0,4265612.0,-200.845
693,2421,336981.0,4265739.0,-194.11599999999999
694,2424,337753.0,4265816.0,-191.873
695,2425,343492.0,4265702.0,-200.71
696,2436,336507.0,4266008.0,-199.50599999999997
697,2438,337757.0,4266019.0,-191.44799999999998
698,2450,330581.0,4266260.0,-210.042
699,2451,331424.0,4266243.0,-210.273
700,2452,332020.0,4266230.0,-210.125
701,2453,332920.0,4266211.0,-208.74900000000002
702,2454,333225.0,4266205.0,-208.17
703,2455,333531.0,4266198.0,-207.44799999999998
704,2456,333821.0,4266192.0,-206.76
705,2457,334126.0,4266186.0,-205.845
706,2458,334431.0,4266180.0,-204.91
707,2459,334737.0,4266174.0,-203.416
708,2460,335041.0,4266167.0,-202.888
709,2461,335332.0,4266161.0,-201.68099999999998
710,2462,335652.0,4266155.0,-200.234
711,2463,335943.0,4266149.0,-198.797
712,2464,336262.0,4266142.0,-197.14700000000002
713,2465,336552.0,4266136.0,-195.84900000000002
714,2466,336756.0,4266132.0,-194.93900000000002
715,2467,336959.0,4266128.0,-193.84099999999998
716,2468,337149.0,4266124.0,-193.233
717,2469,337352.0,4266120.0,-192.364
718,2470,337556.0,4266116.0,-191.878
719,2471,337759.0,4266112.0,-191.354
720,2472,337962.0,4266108.0,-191.667
721,2473,338166.0,4266104.0,-191.195
722,2474,338354.0,4266100.0,-190.918
723,2475,338558.0,4266096.0,-190.6
724,2484,335262.0,4266311.0,-201.43599999999998
725,2493,330079.0,4266604.0,-209.013
726,2495,340237.0,4266488.0,-191.821
727,2496,341574.0,4266480.0,-194.202
728,2498,333658.0,4266733.0,-206.457
729,2509,334030.0,4267169.0,-204.74
730,2514,330181.0,4267305.0,-208.232
731,2523,341724.0,4267439.0,-194.293
732,2526,339749.0,4267497.0,-187.707
733,2566,334349.0,4267810.0,-202.36900000000003
734,2571,330514.0,4267908.0,-208.10299999999998
735,2572,331836.0,4267880.0,-208.503
736,2576,340117.0,4267748.0,-188.928
737,2579,336066.0,4267922.0,-195.208
738,2584,340573.0,4268035.0,-189.642
739,2587,339878.0,4268160.0,-187.049
740,2590,339503.0,4268279.0,-185.484
741,2591,339258.0,4268395.0,-183.53799999999998
742,2597,334583.0,4268582.0,-201.554
743,2598,338839.0,4268496.0,-182.298
744,2599,337967.0,4268531.0,-185.14700000000002
745,2600,338461.0,4268522.0,-181.511
746,2603,337737.0,4268666.0,-185.234
747,2604,343867.0,4268544.0,-196.375
748,2606,332684.0,4268788.0,-205.188
749,2607,334558.0,4268749.0,-199.798
750,2608,334586.0,4268749.0,-201.30900000000003
751,2609,335414.0,4268732.0,-198.062
752,2610,336184.0,4268716.0,-193.998
753,2611,336517.0,4268709.0,-191.701
754,2612,332669.0,4268807.0,-205.183
755,2613,334543.0,4268768.0,-199.863
756,2614,336518.0,4268728.0,-191.726
757,2615,336998.0,4268718.0,-189.233
758,2621,336187.0,4268882.0,-194.273
759,2622,338134.0,4268843.0,-183.525
760,2623,338729.0,4268831.0,-181.697
761,2627,332965.0,4269060.0,-205.622
762,2628,341230.0,4268892.0,-190.093
763,2641,342617.0,4269253.0,-191.78400000000002
764,2642,339712.0,4269329.0,-186.331
765,2643,330998.0,4269527.0,-207.041
766,2644,332176.0,4269502.0,-206.37099999999998
767,2661,338285.0,4269857.0,-180.935
768,2681,340615.0,4270162.0,-188.843
769,2683,342012.0,4270283.0,-189.56400000000002
770,2686,334623.0,4270506.0,-201.15599999999998
771,2688,343060.0,4270373.0,-191.854
772,2691,338242.0,4270617.0,-179.33599999999998
773,2699,341267.0,4270760.0,-190.31599999999997
774,2707,339656.0,4270903.0,-181.252
775,3724,330502.0,4268000.0,-207.46
776,3725,331501.0,4267999.0,-208.16
777,3726,332503.0,4268000.0,-207.3
778,3727,333501.0,4268001.0,-205.114
779,3728,334500.0,4268001.0,-202.136
780,3729,335499.0,4268000.0,-198.08
781,3730,336501.0,4268000.0,-192.5
782,3731,337503.0,4268000.0,-186.53099999999998
783,3732,338503.0,4268001.0,-186.199
784,3733,339503.0,4267998.0,-186.766
785,3734,340576.0,4268038.0,-188.984
